player_name,competition_id,season_id,minutes,shots_faced,shots_saved,goals_conceded,save_pct,shots_faced_p90,sweeper_actions,avg_distance_from_goal,max_distance_from_goal,sweeper_actions_p90,total_passes,pass_success_pct,avg_pass_length,long_ball_pct,source
Federico Marchetti,12,27,2547,329,76,34,69.0909090909091,11.625441696113073,27,20.288090898267054,41.458051087816465,0.9540636042402828,819,70.57387057387058,40.68044937411478,49.2063492063492,statsbomb
Ferdinando Coppola,12,27,90,10,2,0,100,10,,,,,42,50,47.52601839285714,69.04761904761905,statsbomb
Francesco Bardi,12,27,119,28,9,2,81.81818181818183,21.176470588235293,1,6.499999999999999,6.499999999999999,0.7563025210084033,41,31.70731707317073,63.63554248780488,92.6829268292683,statsbomb
Francesco Benussi,12,27,298,37,8,3,72.72727272727273,11.174496644295303,2,22.98147080847519,35.302266216207705,0.6040268456375839,103,47.57281553398058,55.9825123592233,79.6116504854369,statsbomb
Gabriel Vasconelos Ferreira,12,27,90,9,3,2,60,9,,,,,22,90.9090909090909,29.172750077272728,27.27272727272727,statsbomb
Gianluca Pegolo,12,27,150,33,4,1,80,19.8,2,20.57474289563558,29.920060160367324,1.2000000000000002,62,62.903225806451616,46.56959137096774,64.51612903225806,statsbomb
Gianluigi Buffon,12,27,3150,317,75,14,84.26966292134831,9.057142857142857,25,19.675320996467068,57.44701906974808,0.7142857142857142,888,81.19369369369369,33.70471184076577,33.78378378378378,statsbomb
Gianluigi Donnarumma,12,27,2628,343,83,26,76.14678899082568,11.746575342465754,39,16.857507819301848,38.69431482789171,1.3356164383561644,908,69.60352422907489,39.09023674834801,45.04405286343612,statsbomb
Ionuț Andrei Radu,12,27,19,,,,,,,,,,6,50,48.36622533333334,50,statsbomb
Josip Posavec,12,27,90,17,5,0,100,17,,,,,39,56.41025641025641,48.45710637435897,71.7948717948718,statsbomb
José Manuel Reina Páez,12,27,3330,333,54,26,67.5,9,42,21.017377299602778,40.164785571443055,1.135135135135135,1103,81.5049864007253,34.895070973254754,32.638259292837716,statsbomb
Juan Pablo Carrizo,12,27,161,18,3,4,42.857142857142854,10.062111801242237,2,22.915429152944377,26.25280937347468,1.1180124223602483,45,68.88888888888889,39.75681562222222,48.888888888888886,statsbomb
Luca Lezzerini,12,27,110,20,4,2,66.66666666666666,16.363636363636363,5,21.26697595344924,26.566332076521213,4.090909090909091,50,64,39.19408584,48,statsbomb
Marco Sportiello,12,27,3240,444,106,38,73.61111111111111,12.333333333333334,29,17.48285471493715,30.64718584144391,0.8055555555555556,1084,56.82656826568265,49.37783063154982,69.0959409594096,statsbomb
Massimo Zenildo Zappino,12,27,331,101,19,12,61.29032258064516,27.46223564954683,5,18.030790319362985,25.100199202396777,1.3595166163141994,117,60.68376068376068,53.71503886324786,78.63247863247864,statsbomb
Mattia Perin,12,27,2250,339,84,28,75,13.56,31,15.014026989917229,30.389800920703642,1.24,776,57.86082474226804,47.443679007603095,63.65979381443299,statsbomb
Maurizio Pugliesi,12,27,90,20,4,1,80,20,2,6.572354742467661,7.100704190430692,2,28,60.71428571428571,45.14739278571428,53.57142857142857,statsbomb
Morgan De Sanctis,12,27,360,30,10,5,66.66666666666666,7.5,4,22.402657302211953,39.21543063642169,1,79,74.68354430379746,35.27389139367089,40.50632911392405,statsbomb
Nicola Leali,12,27,2970,640,122,54,69.31818181818183,19.393939393939394,31,16.559508049291505,33.457136757349694,0.9393939393939394,981,54.638124362895,52.438811811885834,74.10805300713558,statsbomb
Norberto Murara Neto,12,27,270,28,3,2,60,9.333333333333334,1,16.256075787224912,16.256075787224912,0.33333333333333337,49,95.91836734693877,29.61321197959184,20.408163265306122,statsbomb
Orestis Karnezis,12,27,3420,527,110,52,67.90123456790124,13.868421052631579,26,12.92240582899622,20.560155641434232,0.6842105263157895,1095,54.24657534246575,51.44618249333333,71.5068493150685,statsbomb
Pierluigi Gollini,12,27,2320,339,71,38,65.13761467889908,13.150862068965518,35,16.155396882876403,35.73583635512117,1.3577586206896552,843,55.39739027283511,52.27085481245552,69.86951364175563,statsbomb
Rafael de Andrade Bittencourt Pinheiro,12,27,1008,169,44,17,72.1311475409836,15.089285714285714,9,12.784489627688583,20.113676938839404,0.8035714285714285,313,60.383386581469644,48.0210595456869,69.32907348242811,statsbomb
Salvador Ichazo Fernández,12,27,270,44,6,4,60,14.666666666666668,5,10.339345460178112,13.313526955694348,1.6666666666666665,98,60.204081632653065,40.027632030612246,48.97959183673469,statsbomb
Samir Handanovič,12,27,3240,451,112,28,80,12.527777777777779,41,16.403832482340118,40.99390198553927,1.1388888888888888,984,75,38.31722770447155,45.83333333333333,statsbomb
Simone Colombi,12,27,180,28,7,1,87.5,14,1,33.1074009852782,33.1074009852782,0.5,46,47.82608695652174,49.672150380434786,67.3913043478261,statsbomb
Stefano Sorrentino,12,27,3097,541,126,49,72,15.721666128511462,37,11.454264750081933,18.29808733174044,1.075234097513723,1068,56.46067415730337,48.087496837827715,71.62921348314607,statsbomb
Vid Belec,12,27,2700,400,89,38,70.07874015748031,13.333333333333332,24,13.238926609432651,28.740389698123444,0.8,853,42.20398593200469,52.90364086670574,76.78780773739742,statsbomb
Wojciech Szczęsny,12,27,3060,399,102,27,79.06976744186046,11.73529411764706,45,18.291061660440178,54.262325788709056,1.3235294117647058,1242,71.81964573268921,38.92245104259259,45.33011272141707,statsbomb
Łukasz Skorupski,12,27,2790,410,86,41,67.71653543307087,13.225806451612904,46,19.52346471881391,38.39856768162063,1.4838709677419355,886,73.47629796839729,36.47781118724605,37.24604966139955,statsbomb
Željko Brkić,12,27,332,53,13,10,56.52173913043478,14.36746987951807,4,20.55247789457721,31.227071588607217,1.0843373493975905,87,51.724137931034484,46.94629321839081,64.36781609195403,statsbomb
Alisson Ramsés Becker,16,4,90,16,8,0,100,16,,,,,36,69.44444444444444,45.832278986111106,47.22222222222222,statsbomb
Hugo Lloris,16,4,90,13,1,1,50,12.999999999999998,,,,,60,80,33.18088169166666,33.33333333333333,statsbomb
Abdullah Ibrahim Al Maiouf,43,3,90,14,2,5,28.57142857142857,14,2,7.566662780082012,8.06225774829855,2,35,42.857142857142854,56.371527314285714,77.14285714285715,statsbomb
Alireza Safar Beiranvand,43,3,270,46,7,2,77.77777777777779,15.333333333333332,,,,,61,40.98360655737705,58.996190590163934,77.04918032786885,statsbomb
Alisson Ramsés Becker,43,3,450,44,5,2,71.42857142857143,8.8,2,33.0265105815308,33.52610922848042,0.4,67,82.08955223880598,35.71521815970149,34.32835820895522,statsbomb
Aymen Mathlouthi,43,3,90,9,4,0,100,9,,,,,29,75.86206896551724,36.415629482758625,34.48275862068966,statsbomb
Danijel Subašić,43,3,630,69,14,6,70,9.857142857142858,2,12.054097804167275,16.492422502470642,0.2857142857142857,170,68.82352941176471,41.89983126764706,46.470588235294116,statsbomb
David Ospina Ramírez,43,3,390,47,10,1,90.9090909090909,10.846153846153847,,,,,97,56.70103092783505,47.03660887628866,60.824742268041234,statsbomb
David de Gea Quintana,43,3,390,30,1,4,20,6.923076923076923,,,,,67,77.61194029850746,37.223101104477614,32.83582089552239,statsbomb
Eiji Kawashima,43,3,360,64,12,7,63.1578947368421,16,1,14.035668847618199,14.035668847618199,0.25,89,64.04494382022472,49.39041323595505,64.04494382022472,statsbomb
Essam Kamal Tawfik El Hadary,43,3,90,19,4,1,80,19,,,,,19,73.68421052631578,41.690491484210526,52.63157894736842,statsbomb
Farouk Ben Mustapha,43,3,166,35,9,5,64.28571428571429,18.97590361445783,3,19.86393718332268,23.323807579381203,1.6265060240963856,47,46.808510638297875,46.05146186170213,57.446808510638306,statsbomb
Francis Odinaka Uzoho,43,3,270,28,5,2,71.42857142857143,9.333333333333334,,,,,57,49.122807017543856,52.18742919298246,75.43859649122807,statsbomb
Francisco Guillermo Ochoa Magaña,43,3,360,76,25,4,86.20689655172413,19,,,,,89,66.29213483146067,45.801749073033704,59.55056179775281,statsbomb
Franco Armani,43,3,180,16,2,3,40,8,2,25.549467817672554,26.40075756488817,1,41,63.41463414634146,40.0346628902439,48.78048780487805,statsbomb
Hannes Þór Halldórsson,43,3,270,57,7,5,58.333333333333336,19,1,13.601470508735444,13.601470508735444,0.33333333333333337,68,50,56.32068898529411,83.82352941176471,statsbomb
Hugo Lloris,43,3,540,62,11,5,68.75,10.333333333333334,2,18.579716806960406,20.8806130178211,0.33333333333333337,138,61.59420289855072,51.99550561594203,68.11594202898551,statsbomb
Hyeon-Woo Jo,43,3,270,57,12,1,92.3076923076923,19,1,32.31098884280702,32.31098884280702,0.33333333333333337,63,55.55555555555556,51.734241222222224,69.84126984126983,statsbomb
Igor Akinfeev,43,3,510,78,16,4,80,13.764705882352942,,,,,114,42.10526315789473,65.25004881140352,87.71929824561403,statsbomb
Jaime Manuel Penedo Cano,43,3,270,39,8,9,47.05882352941176,12.999999999999998,1,24.839484696748443,24.839484696748443,0.33333333333333337,57,42.10526315789473,57.88704794736842,87.71929824561403,statsbomb
Jordan Pickford,43,3,690,83,16,7,69.56521739130434,10.82608695652174,1,24.698178070456937,24.698178070456937,0.13043478260869565,226,69.02654867256636,45.45246348495576,54.86725663716814,statsbomb
Kasper Schmeichel,43,3,390,60,18,1,94.73684210526315,13.846153846153847,,,,,122,54.91803278688525,58.72093083360656,76.22950819672131,statsbomb
Keylor Navas Gamboa,43,3,270,48,9,5,64.28571428571429,16,,,,,72,63.888888888888886,51.60435502083333,66.66666666666666,statsbomb
Khadim N'Diaye,43,3,270,21,4,4,50,7,1,22.80350850198276,22.80350850198276,0.33333333333333337,71,39.436619718309856,63.7191627887324,83.09859154929578,statsbomb
Lovre Kalinić,43,3,90,16,5,0,100,16,,,,,16,31.25,51.94042125,68.75,statsbomb
Manuel Neuer,43,3,270,31,11,4,73.33333333333333,10.333333333333334,1,21.02379604162864,21.02379604162864,0.33333333333333337,79,86.07594936708861,29.131551094936707,18.9873417721519,statsbomb
Mathew Ryan,43,3,270,25,8,3,72.72727272727273,8.333333333333332,,,,,111,85.58558558558559,31.478793990990994,28.82882882882883,statsbomb
Mohamed El Sayed Mohamed El Shenawy Gomaa,43,3,180,28,5,3,62.5,14,,,,,35,40,59.693515028571426,80,statsbomb
Mohammed Khalil Al Owais,43,3,90,14,2,1,66.66666666666666,14,,,,,25,60,47.6314374,64,statsbomb
Mouez Hassen,43,3,14,5,2,1,66.66666666666666,32.142857142857146,,,,,5,60,43.296820600000004,40,statsbomb
Munir Mohand Mohamedi,43,3,270,38,4,3,57.14285714285714,12.666666666666668,,,,,57,54.385964912280706,47.38432029298246,64.91228070175438,statsbomb
Néstor Fernando Muslera Micol,43,3,450,51,9,3,75,10.2,1,6.4031242374328485,6.4031242374328485,0.2,106,66.98113207547169,43.79527916415095,50.943396226415096,statsbomb
Pedro David Gallese Quiróz,43,3,270,39,7,2,77.77777777777779,12.999999999999998,1,13.892443989449804,13.892443989449804,0.33333333333333337,68,54.41176470588235,49.83838454411765,64.70588235294117,statsbomb
Robin Olsen,43,3,450,73,9,4,69.23076923076923,14.6,1,12,12,0.2,106,50.943396226415096,57.512555617924534,73.58490566037736,statsbomb
Rui Pedro dos Santos Patrício,43,3,360,44,8,5,61.53846153846154,11,2,22.45321109686625,31.304951684997057,0.5,77,64.93506493506493,43.94454952857143,59.74025974025974,statsbomb
Steve Mandanda,43,3,90,5,1,0,100,5,1,13,13,1,25,80,38.1813888,40,statsbomb
Thibaut Courtois,43,3,630,107,25,6,80.64516129032258,15.285714285714286,,,,,192,72.39583333333334,39.83697483802083,40.625,statsbomb
Vladimir Stojković,43,3,270,44,11,4,73.33333333333333,14.666666666666668,1,15.231546211727817,15.231546211727817,0.33333333333333337,73,64.38356164383562,53.40465356164383,67.12328767123287,statsbomb
Wilfredo Daniel Caballero,43,3,180,23,3,4,42.857142857142854,11.5,,,,,51,60.78431372549019,36.18656048039215,43.13725490196079,statsbomb
Wojciech Szczęsny,43,3,180,20,0,4,0,10,1,8.54400374531753,8.54400374531753,0.5,42,76.19047619047619,40.03514496904762,38.095238095238095,statsbomb
Yann Sommer,43,3,360,59,12,4,75,14.75,1,35.608987629529715,35.608987629529715,0.25,122,72.95081967213115,37.00178622459016,39.34426229508197,statsbomb
Yasser Abdullah Al Mosailem,43,3,90,8,0,1,0,8,1,17.26267650163207,17.26267650163207,1,13,92.3076923076923,46.783374153846154,61.53846153846154,statsbomb
Łukasz Fabiański,43,3,90,11,3,0,100,11,1,22.02271554554524,22.02271554554524,1,25,72,40.26776828,36,statsbomb
Alireza Safar Beiranvand,43,106,109,13,4,1,80,10.733944954128441,,,,,31,67.74193548387096,45.11970032258065,51.61290322580645,statsbomb
Alisson Ramsés Becker,43,106,379,27,5,2,71.42857142857143,6.41160949868074,1,31.701892687976848,31.701892687976848,0.23746701846965698,94,85.1063829787234,24.374002393617022,15.957446808510639,statsbomb
Andries Noppert,43,106,480,67,18,3,85.71428571428571,12.5625,6,17.72579486767026,24.115140472325677,1.125,191,82.19895287958116,32.56786439947644,31.413612565445025,statsbomb
André Onana,43,106,90,7,2,1,66.66666666666666,7,2,15.751974121405997,15.939887076137019,2,60,73.33333333333333,35.26950136333333,35,statsbomb
Aymen Dahmen,43,106,270,30,9,1,90,10,2,13.377782491534909,16.160754932861273,0.6666666666666667,77,62.33766233766234,45.419736968831174,62.33766233766234,statsbomb
Damián Emiliano Martínez,43,106,690,44,6,5,54.54545454545454,5.739130434782608,4,13.520523784363444,16.227445886522005,0.5217391304347826,186,66.12903225806451,41.90548340268817,44.086021505376344,statsbomb
Daniel Ward,43,106,94,25,4,5,44.44444444444444,23.93617021276596,,,,,39,61.53846153846154,49.70709751282051,69.23076923076923,statsbomb
Devis Rogers Epassy Mboka,43,106,180,36,10,3,76.92307692307693,18,1,12.727922061357855,12.727922061357855,0.5,84,66.66666666666666,48.377483375,63.095238095238095,statsbomb
Diogo Meireles Costa,43,106,450,51,12,6,66.66666666666666,10.2,4,21.538505085761553,33.02181097396083,0.8,159,69.81132075471697,37.3334766591195,37.735849056603776,statsbomb
Dominik Livaković,43,106,690,83,24,6,80,10.82608695652174,2,10.16929489056564,16.49151296879701,0.2608695652173913,228,82.89473684210526,31.752881669298244,31.57894736842105,statsbomb
Ederson Santana de Moraes,43,106,90,7,2,1,66.66666666666666,7,,,,,30,93.33333333333333,28.38044023333333,16.666666666666664,statsbomb
Edouard Mendy,43,106,360,37,7,7,50,9.25,6,19.642405965788708,28.087185690275202,1.5,117,76.92307692307693,37.53104348119658,43.58974358974359,statsbomb
Francisco Guillermo Ochoa Magaña,43,106,270,20,2,3,40,6.666666666666666,1,27.91146717748818,27.91146717748818,0.33333333333333337,108,83.33333333333334,32.70010581481482,27.77777777777778,statsbomb
Gregor Kobel,43,106,90,12,2,2,50,12,,,,,29,65.51724137931035,37.3319243,34.48275862068966,statsbomb
Hernán Ismael Galíndez,43,106,270,19,1,2,33.33333333333333,6.333333333333334,2,14.2297989993777,14.558159224297555,0.6666666666666667,77,57.14285714285714,47.5536646948052,58.44155844155844,statsbomb
Hugo Lloris,43,106,570,72,17,4,80.95238095238095,11.368421052631579,4,16.126502444473054,24.610770000144246,0.631578947368421,182,60.98901098901099,47.17789989835165,59.34065934065934,statsbomb
Jordan Pickford,43,106,450,42,7,3,70,8.4,1,24.478766308782802,24.478766308782802,0.2,161,78.26086956521739,36.23943760496895,36.024844720496894,statsbomb
Kasper Schmeichel,43,106,270,42,8,3,72.72727272727273,14,3,15.84588008916316,26.708051220558943,1,87,82.75862068965517,33.17128985057471,27.586206896551722,statsbomb
Keylor Navas Gamboa,43,106,270,60,11,10,52.38095238095239,20,6,13.33904407814341,23.577107541002565,2,101,54.45544554455446,50.1315540940594,59.4059405940594,statsbomb
Lawrence Ati-Zigi,43,106,270,43,10,6,62.5,14.333333333333334,2,19.62307519344489,23.121634890292686,0.6666666666666667,76,67.10526315789474,41.234675697368424,47.368421052631575,statsbomb
Manuel Neuer,43,106,270,26,8,4,66.66666666666666,8.666666666666666,4,25.151353914092212,43.13560014651471,1.3333333333333335,123,90.2439024390244,29.284637852032517,20.32520325203252,statsbomb
Mathew Ryan,43,106,360,65,13,6,68.42105263157895,16.25,6,19.12829767252563,36.49726017114161,1.5,163,68.71165644171779,44.15509434969325,57.668711656441715,statsbomb
Matthew Charles Turner,43,106,360,29,9,3,75,7.250000000000001,5,18.020652792800803,36.35629244023653,1.25,126,77.77777777777779,35.41340824126984,33.33333333333333,statsbomb
Meshaal Aissa Barsham,43,106,180,25,3,5,37.5,12.5,1,19.376790239872033,19.376790239872033,0.5,63,69.84126984126983,30.671734157142858,39.682539682539684,statsbomb
Milan Borjan,43,106,270,29,8,7,53.333333333333336,9.666666666666666,4,14.413705040886724,18.196977771047585,1.3333333333333335,96,78.125,34.818627234375,33.33333333333333,statsbomb
Mohammed Khalil Al Owais,43,106,270,49,14,4,77.77777777777779,16.333333333333336,7,25.154495528118634,37.84190798572398,2.3333333333333335,98,54.08163265306123,49.90491497959184,65.3061224489796,statsbomb
Munir Mohand Mohamedi,43,106,90,10,4,0,100,10,1,23.276812496559746,23.276812496559746,1,27,66.66666666666666,44.270304777777774,48.148148148148145,statsbomb
Saad Abdullah Al Sheeb,43,106,90,5,1,1,50,5,2,11.331190651109848,12.455520864259352,2,21,80.95238095238095,29.749797752380953,28.57142857142857,statsbomb
Sergio Rochet Álvarez,43,106,270,29,4,1,80,9.666666666666666,2,15.912578208521744,18.071247881648905,0.6666666666666667,76,69.73684210526315,37.59455702236842,43.42105263157895,statsbomb
Seung-Gyu Kim,43,106,360,47,12,7,63.1578947368421,11.75,3,12.01866014059945,15.380832227158582,0.75,128,73.4375,37.1828349484375,34.375,statsbomb
Seyed Hossein Hosseini,43,106,161,21,4,6,40,11.739130434782608,1,17.670880000724356,17.670880000724356,0.5590062111801242,48,45.83333333333333,49.82563814583333,70.83333333333334,statsbomb
Shūichi Gonda,43,106,390,59,15,3,83.33333333333334,13.615384615384615,1,18.852055590836773,18.852055590836773,0.23076923076923078,113,61.06194690265486,42.88040189911504,50.442477876106196,statsbomb
Steve Mandanda,43,106,90,5,2,1,66.66666666666666,5,1,13.146862743635838,13.146862743635838,1,31,58.06451612903226,35.47181916129032,41.935483870967744,statsbomb
Thibaut Courtois,43,106,270,42,8,2,80,14,1,27.93027031734566,27.93027031734566,0.33333333333333337,122,89.34426229508196,30.340318347540983,22.950819672131146,statsbomb
Unai Simón Mendibil,43,106,390,22,6,3,66.66666666666666,5.076923076923077,3,30.92336261324756,42.624406154221084,0.6923076923076923,158,93.67088607594937,23.358781915822785,8.227848101265822,statsbomb
Vanja Milinković Savić,43,106,270,50,16,8,66.66666666666666,16.666666666666664,3,21.271707395959076,24.69655846469301,1,127,72.44094488188976,40.654676066929134,40.15748031496063,statsbomb
Wayne Hennessey,43,106,173,20,4,1,80,10.404624277456648,1,17.314156057977527,17.314156057977527,0.5202312138728323,66,78.78787878787878,38.12199430606061,42.42424242424242,statsbomb
Weverton Pereira da Silva,43,106,11,1,0,0,,8.181818181818182,,,,,5,80,63.759709599999994,100,statsbomb
Wojciech Szczęsny,43,106,360,66,23,5,82.14285714285714,16.5,3,14.043750686380088,20.026232796010337,0.75,146,60.273972602739725,49.51839129178082,67.8082191780822,statsbomb
Yann Sommer,43,106,270,36,12,7,63.1578947368421,12,2,13.159413846595736,18.160396471443015,0.6666666666666667,117,91.45299145299145,24.686208376068375,17.94871794871795,statsbomb
Yassine Bounou,43,106,570,61,7,4,63.63636363636363,9.631578947368421,4,16.718527919831057,22.493110056192762,0.631578947368421,210,74.28571428571429,39.33815344142857,42.857142857142854,statsbomb
Carlos Joaquim Dos Santos,44,107,90,11,3,1,75,11,3,35.05275065970331,37.850231174987556,3,57,71.9298245614035,34.2007097122807,33.33333333333333,statsbomb
Carlos Miguel Coronel,44,107,90,6,1,2,33.33333333333333,6,2,21.43512815740802,28.17161692200148,2,22,77.27272727272727,48.332464677272725,54.54545454545454,statsbomb
Drake Callender,44,107,450,65,18,2,90,12.999999999999998,8,20.938212125187523,31.01306176435987,1.6,165,80,30.075278104848483,27.878787878787882,statsbomb
Elliot Panicco,44,107,90,13,4,0,100,12.999999999999998,2,14.916560198534706,15.868522300453813,2,29,72.41379310344827,43.06697925862069,55.172413793103445,statsbomb
John McCarthy,44,107,90,9,3,3,50,9,1,15.090394295710103,15.090394295710103,1,18,94.44444444444444,33.82842238888889,27.77777777777778,statsbomb
Kristijan Kahlina,44,107,90,11,3,0,100,11,4,22.308455965400935,31.56342820417326,4,39,64.1025641025641,45.39053961538462,53.84615384615385,statsbomb
Roman Celentano,44,107,90,18,2,0,100,18,1,18.3412104289766,18.3412104289766,1,29,65.51724137931035,40.354279124137925,51.724137931034484,statsbomb
Tomas Lían Romero Keubler,44,107,90,13,1,4,20,12.999999999999998,2,11.274619240254632,18.110770276274835,2,34,85.29411764705883,24.685149961764704,23.52941176470588,statsbomb
Altay Bayındır,55,282,90,12,1,2,33.33333333333333,12,,,,,35,80,33.32473557714286,22.857142857142858,statsbomb
Anatolii Trubin,55,282,180,26,8,1,88.88888888888889,12.999999999999998,1,21.617816726024856,21.617816726024856,0.5,71,77.46478873239437,32.88017447183098,30.985915492957744,statsbomb
Andriy Lunin,55,282,90,10,2,3,40,10,1,7.942921376924236,7.942921376924236,1,24,95.83333333333334,18.947962416666666,4.166666666666666,statsbomb
Angus Gunn,55,282,270,44,13,6,68.42105263157895,14.666666666666668,11,22.19016900958055,31.856239577200572,3.666666666666667,115,60,47.814707913043485,64.34782608695652,statsbomb
Bart Verbruggen,55,282,540,64,19,5,79.16666666666666,10.666666666666668,5,16.178410908365063,18.891532494744833,0.8333333333333333,210,84.76190476190476,32.682962906190475,30.952380952380953,statsbomb
David Raya Martin,55,282,90,10,4,0,100,10,,,,,41,85.36585365853658,31.262271658536587,26.82926829268293,statsbomb
Diogo Meireles Costa,55,282,510,51,11,2,84.61538461538461,9,6,17.310965823968104,26.881220210399672,1.0588235294117647,154,90.25974025974025,28.870695324675328,19.480519480519483,statsbomb
Dominik Livaković,55,282,270,37,9,6,60,12.333333333333334,9,17.117879974218422,29.713969778540196,3,89,74.15730337078652,35.32220034044944,38.20224719101123,statsbomb
Fehmi Mert Günok,55,282,360,58,15,4,78.94736842105263,14.500000000000002,6,12.849394876321236,20.03247363657319,1.5,128,64.84375,46.45623901875,51.5625,statsbomb
Florin Constantin Niţă,55,282,360,70,15,6,71.42857142857143,17.5,5,14.649551470840933,19.81716427746412,1.25,149,56.375838926174495,47.79072774161074,61.74496644295302,statsbomb
Gianluigi Donnarumma,55,282,360,48,13,4,76.47058823529412,12,7,15.816671548390428,21.0261741645978,1.75,101,84.15841584158416,28.290476978217825,25.742574257425744,statsbomb
Giorgi Mamardashvili,55,282,360,106,28,8,77.77777777777779,26.5,1,28.35207223467096,28.35207223467096,0.25,123,54.47154471544715,48.5580789902439,61.78861788617886,statsbomb
Jan Oblak,55,282,390,62,14,2,87.5,14.307692307692307,3,13.675645509487532,16.94018890095385,0.6923076923076923,129,61.240310077519375,48.0933204248062,64.34108527131784,statsbomb
Jindřich Staněk,55,282,234,37,9,2,81.81818181818183,14.23076923076923,1,16.323296235748465,16.323296235748465,0.38461538461538464,74,63.51351351351351,45.18312541216216,59.45945945945946,statsbomb
Jordan Pickford,55,282,690,73,18,6,75,9.521739130434781,4,16.303584324432347,24.684408034222738,0.5217391304347826,306,73.52941176470588,39.437621889542484,42.48366013071895,statsbomb
Kasper Schmeichel,55,282,360,42,12,3,80,10.5,2,15.536033560647855,21.87532856896097,0.5,113,80.53097345132744,36.84233481946903,34.51327433628318,statsbomb
Koen Casteels,55,282,360,57,14,1,93.33333333333333,14.25,5,16.93067754187378,26.237568484903473,1.25,144,81.94444444444444,31.514026572916666,26.38888888888889,statsbomb
Manuel Neuer,55,282,480,45,10,3,76.92307692307693,8.4375,7,18.879784334859647,59.11556478627266,1.3125,143,86.01398601398601,29.09675177132867,25.874125874125873,statsbomb
Martin Dúbravka,55,282,390,53,12,4,75,12.23076923076923,10,15.448021187850568,17.71016657177453,2.3076923076923075,164,65.85365853658537,38.18284938109756,42.073170731707314,statsbomb
Matěj Kovář,55,282,36,4,1,1,50,10,2,16.330793787907574,17.679932126566552,5,18,44.44444444444444,54.67218744444445,83.33333333333334,statsbomb
Mike Maignan,55,282,570,50,15,2,88.23529411764706,7.894736842105263,10,19.049524479689175,39.473788771791334,1.5789473684210527,165,81.21212121212122,31.950841481818184,29.09090909090909,statsbomb
Patrick Pentz,55,282,360,46,6,5,54.54545454545454,11.5,7,22.560182504023544,28.19397098671984,1.75,145,82.06896551724138,32.825358096551724,31.724137931034484,statsbomb
Predrag Rajković,55,282,270,27,8,2,80,9,2,19.730351155569938,22.52198925494815,0.6666666666666667,104,69.23076923076923,39.887859073076925,48.07692307692308,statsbomb
Péter Gulácsi,55,282,270,38,9,5,64.28571428571429,12.666666666666668,6,19.437645903398693,47.65175757514092,2,95,77.89473684210526,35.731753652631575,34.73684210526316,statsbomb
Thomas Strakosha,55,282,270,54,12,4,75,18,3,13.262903688180392,17.02380685980665,1,89,67.41573033707866,44.77888766292135,58.42696629213483,statsbomb
Unai Simón Mendibil,55,282,570,64,13,3,81.25,10.105263157894736,9,20.029759026907875,30.880414504990053,1.4210526315789473,246,76.42276422764228,35.601223803658534,37.39837398373984,statsbomb
Wojciech Szczęsny,55,282,180,35,8,4,66.66666666666666,17.5,2,18.482667539672704,22.264994947226015,1,65,63.07692307692307,39.47150604615384,52.307692307692314,statsbomb
Yann Sommer,55,282,480,60,8,4,66.66666666666666,11.25,4,14.013664514908001,17.857211428439776,0.75,168,82.73809523809523,30.722827475,26.190476190476193,statsbomb
Łukasz Skorupski,55,282,90,18,7,0,100,18,1,30.143821920917727,30.143821920917727,1,29,79.3103448275862,34.41528343103448,37.93103448275862,statsbomb
Adilson Cipriano da Cruz,1267,107,286,51,9,3,75,16.04895104895105,2,22.606925414083307,23.943683927081896,0.6293706293706294,111,61.261261261261254,44.000018972972974,56.75675675675676,statsbomb
Aishi Manula,1267,107,270,35,10,4,71.42857142857143,11.666666666666666,2,18.046747057417257,18.1463494951464,0.6666666666666667,103,76.69902912621359,31.67421975436893,27.184466019417474,statsbomb
André Onana,1267,107,90,5,0,3,0,5,1,28.50473644852729,28.50473644852729,1,35,74.28571428571429,37.56304262857143,37.142857142857146,statsbomb
Anthony Louis Mandréa,1267,107,270,29,7,2,77.77777777777779,9.666666666666666,4,20.375042939944215,38.714596730432305,1.3333333333333335,77,83.11688311688312,30.05098632207792,27.27272727272727,statsbomb
Babacar Niasse,1267,107,360,63,15,3,83.33333333333334,15.749999999999998,6,21.22119118048307,28.17445651649735,1.5,110,45.45454545454545,57.543011400000005,80,statsbomb
Baboucarr Gaye,1267,107,270,43,8,6,57.14285714285714,14.333333333333334,1,10.259142264341596,10.259142264341596,0.33333333333333337,75,53.333333333333336,54.848097628,69.33333333333334,statsbomb
Bechir Ben Said,1267,107,270,36,5,2,71.42857142857143,12,4,18.241062042109466,37.478660595063964,1.3333333333333335,82,80.48780487804879,35.872392858536585,32.926829268292686,statsbomb
Dimitry Bertaud,1267,107,90,7,3,0,100,7,3,12.107680222265957,14.27059914649697,3,20,95,24.6965247,15,statsbomb
Djigui Diarra,1267,107,480,40,11,3,78.57142857142857,7.5,8,18.152535042963514,27.644167558456157,1.5,122,68.85245901639344,40.88997902459017,48.36065573770492,statsbomb
Edouard Mendy,1267,107,390,28,6,1,85.71428571428571,6.461538461538461,8,14.31106197915863,24.9098374141623,1.8461538461538463,141,80.1418439716312,35.91380228297872,38.297872340425535,statsbomb
Ernan Alberto Siluane,1267,107,180,32,5,4,55.55555555555556,16,1,30.592973049378514,30.592973049378514,0.5,52,78.84615384615384,36.44033481538462,42.30769230769231,statsbomb
