player_name,competition_id,season_id,minutes,shots_faced,shots_saved,goals_conceded,save_pct,shots_faced_p90,sweeper_actions,avg_distance_from_goal,max_distance_from_goal,sweeper_actions_p90,total_passes,pass_success_pct,avg_pass_length,long_ball_pct,source
Johny Placide,7,27,1619,217,46,21,68.65671641791045,12.063001852995678,24,18.63075268611285,30.59297304937851,1.3341568869672638,545,55.04587155963303,49.91530098807339,68.07339449541284,statsbomb
Jonas Lössl,7,27,3330,475,112,46,70.88607594936708,12.837837837837839,52,17.513349694825255,32.67414880299103,1.4054054054054053,1115,54.88789237668161,53.121413108609865,70.85201793721974,statsbomb
Jonathan Ligali,7,27,540,71,15,9,62.5,11.833333333333332,7,15.913522708714682,24.326117651610584,1.1666666666666667,165,55.15151515151515,51.87218575757576,72.12121212121212,statsbomb
Jules Goda,7,27,220,20,6,0,100,8.181818181818182,3,18.53843635375065,25.193848455525806,1.2272727272727273,92,63.04347826086957,45.39783281521739,61.95652173913043,statsbomb
Jérôme Prior,7,27,986,105,32,6,84.21052631578947,9.584178498985802,9,19.743491435190865,38.606346628501385,0.821501014198783,379,54.61741424802111,51.89385878733509,78.3641160949868,statsbomb
Kevin Trapp,7,27,3015,310,80,17,82.4742268041237,9.253731343283583,19,20.305972663469888,32.73316361123685,0.5671641791044776,877,84.60661345496008,31.19737946613455,29.532497149372862,statsbomb
Kossi Agassa,7,27,901,128,33,13,71.73913043478261,12.785793562708102,17,17.63568663453737,31.756889016400834,1.6981132075471697,336,64.88095238095238,47.48783886339286,61.60714285714286,statsbomb
Laurent Pionnier,7,27,2250,260,61,27,69.31818181818183,10.4,42,18.801725520324656,43.917422510889686,1.6800000000000002,682,56.158357771260995,49.54877375703812,68.91495601173021,statsbomb
Ludovic Butelle,7,27,1710,212,39,10,79.59183673469387,11.157894736842106,29,13.724918134018937,32.81737344761156,1.526315789473684,537,62.19739292364991,50.10835455605214,66.4804469273743,statsbomb
Mamadou Samassa,7,27,90,11,2,1,66.66666666666666,11,,,,,31,51.61290322580645,56.13422751612903,83.87096774193549,statsbomb
Mathieu Gorgelin,7,27,90,9,3,0,100,9,1,30.94915184621382,30.94915184621382,1,31,48.38709677419355,45.933492032258066,61.29032258064516,statsbomb
Matthieu Dreyer,7,27,1260,231,56,31,64.36781609195403,16.5,16,15.768286645758295,32.477838598034815,1.1428571428571428,446,65.69506726457399,42.463166687892375,51.569506726457405,statsbomb
Mauro Daniel Goicoechea Furia,7,27,736,95,18,12,60,11.616847826086955,10,14.665299153582817,26.086969927532788,1.2228260869565217,246,47.96747967479675,52.095055128048784,70.32520325203252,statsbomb
Maxime Dupé,7,27,630,99,33,11,75,14.142857142857142,7,13.560585082045716,22.138202275704323,1,232,60.775862068965516,45.661803433189654,60.775862068965516,statsbomb
Mike Maignan,7,27,289,30,8,3,72.72727272727273,9.342560553633218,5,20.8858443911158,32.50384592629001,1.5570934256055364,92,70.65217391304348,38.31026368804348,40.21739130434783,statsbomb
Mouez Hassen,7,27,1076,131,33,13,71.73913043478261,10.95724907063197,13,18.048575332518634,34.026166401756164,1.0873605947955391,337,56.37982195845698,45.767357454599406,54.3026706231454,statsbomb
Nicolas Douchez,7,27,90,15,3,0,100,15,1,13.377593206552515,13.377593206552515,1,33,90.9090909090909,24.984970575757576,15.151515151515152,statsbomb
Paul Bernardoni,7,27,1890,319,77,36,68.14159292035397,15.19047619047619,25,15.619977249475589,37.13569711207802,1.1904761904761905,674,48.81305637982196,51.725657488278934,70.02967359050444,statsbomb
Paul Guerin,7,27,140,23,7,1,87.5,14.785714285714286,1,22.945587811167528,22.945587811167528,0.6428571428571428,48,43.75,58.331204202083335,85.41666666666666,statsbomb
Paul Nardi,7,27,180,16,3,0,100,8,,,,,44,81.81818181818183,32.89488860227273,29.545454545454547,statsbomb
Rémy Riou,7,27,2790,301,68,27,71.57894736842105,9.709677419354838,49,17.677238985274165,38.43657112698791,1.5806451612903227,1054,62.808349146110054,48.02667097182164,62.14421252371917,statsbomb
Rémy Vercoutre,7,27,3420,475,121,48,71.59763313609467,12.5,34,17.990399307254243,33.510893751137104,0.8947368421052633,1042,55.5662188099808,56.794294832533595,82.62955854126679,statsbomb
Salvatore Sirigu,7,27,225,27,12,0,100,10.799999999999999,4,14.976265553863836,29.642199648474133,1.6,93,83.87096774193549,31.407248422580647,24.731182795698924,statsbomb
Simon Pouplin,7,27,36,2,0,0,,5,,,,,15,46.666666666666664,50.53899013333333,73.33333333333333,statsbomb
Steve Mandanda,7,27,3240,392,95,31,75.39682539682539,10.88888888888889,36,16.64921177050094,29.880428377116683,1,1383,68.40202458423717,41.189283929718,50.2530730296457,statsbomb
Stéphane Ruffier,7,27,3330,426,107,33,76.42857142857142,11.513513513513514,42,15.69358469291038,28.71114766079545,1.135135135135135,1190,59.66386554621849,44.68766241168068,57.899159663865554,statsbomb
Thomas Vincensini,7,27,119,18,6,0,100,13.61344537815126,2,14.017100188428167,15.606408939919522,1.5126050420168067,47,38.297872340425535,57.610741,87.2340425531915,statsbomb
Vincent Enyeama,7,27,3128,353,94,22,81.03448275862068,10.156649616368286,33,16.597603577225104,29.811574933236923,0.9494884910485933,1094,59.41499085923218,46.401812443967096,63.43692870201097,statsbomb
Yoan Cardinale,7,27,2307,287,73,22,76.84210526315789,11.196358907672302,21,16.40425329093451,27.195036311797786,0.8192457737321196,716,68.57541899441341,40.14157733896648,46.36871508379888,statsbomb
Yohann Pelé,7,27,180,21,6,2,75,10.5,3,17.11689412326996,21.98226557932553,1.5,70,85.71428571428571,28.92558429,22.857142857142858,statsbomb
Alban Lafont,7,235,180,37,11,6,64.70588235294117,18.5,4,16.16363772339145,26.29543686649834,2,59,72.88135593220339,35.88381130508475,35.59322033898305,statsbomb
Alexander Nübel,7,235,90,17,4,0,100,17,1,32.73912033027155,32.73912033027155,1,29,65.51724137931035,44.06741579310345,51.724137931034484,statsbomb
Alexandre Letellier,7,235,10,,,,,,,,,,4,100,16.054323375,0,statsbomb
Anthony Lopes,7,235,180,31,11,1,91.66666666666666,15.5,1,16.3783393541592,16.3783393541592,0.5,50,76,38.319050080000004,40,statsbomb
Benjamin Lecomte,7,235,90,17,3,3,50,17,,,,,33,69.6969696969697,39.50434472727272,48.484848484848484,statsbomb
Benjamin Leroy,7,235,90,11,3,3,50,11,,,,,24,70.83333333333334,48.02172766666666,70.83333333333334,statsbomb
Benoît Guy Robert Costil,7,235,90,9,1,5,16.666666666666664,9,1,15.281688388394787,15.281688388394787,1,31,64.51612903225806,45.73617648387097,61.29032258064516,statsbomb
Brice Samba,7,235,90,15,4,3,57.14285714285714,15,,,,,23,82.6086956521739,36.629048608695655,34.78260869565217,statsbomb
François-Joseph Sollacaro,7,235,90,16,4,4,50,16,1,14.85193590075045,14.85193590075045,1,26,57.692307692307686,46.7836781923077,61.53846153846154,statsbomb
Gauthier Gallon,7,235,90,18,7,3,70,18,3,11.659634531817575,12.822636234409835,3,34,79.41176470588235,29.50825435294118,23.52941176470588,statsbomb
Gianluigi Donnarumma,7,235,2870,362,100,29,77.51937984496125,11.35191637630662,21,17.715753878899317,46.99148859102039,0.6585365853658537,779,86.64955070603338,25.26509701861361,18.870346598202826,statsbomb
Ionuț Andrei Radu,7,235,90,15,2,2,50,15,1,23.917566765873154,23.917566765873154,1,23,65.21739130434783,39.801867217391305,47.82608695652174,statsbomb
Jonas Omlin,7,235,90,18,5,3,62.5,18,1,18.304371062672434,18.304371062672434,1,33,84.84848484848484,27.01304931212121,21.21212121212121,statsbomb
Kasper Schmeichel,7,235,180,25,4,4,50,12.5,,,,,43,95.34883720930233,29.897350558139536,25.581395348837212,statsbomb
Leonardo Cesar Jardim,7,235,90,16,2,7,22.22222222222222,16,1,15.344380078712858,15.344380078712858,1,38,81.57894736842105,27.62435425,23.684210526315788,statsbomb
Lucas Chevalier,7,235,90,12,6,4,60,12,1,21.19811312357777,21.19811312357777,1,36,86.11111111111111,30.53836002777778,25,statsbomb
Marco Bizot,7,235,180,31,8,3,72.72727272727273,15.5,3,30.154484984843293,56.4797308775458,1.5,58,68.96551724137932,43.386513982758615,51.724137931034484,statsbomb
Matz Sels,7,235,90,7,1,1,50,7,2,12.303511341797874,16.84042754801671,2,12,83.33333333333334,30.598233500000003,33.33333333333333,statsbomb
Maxime Dupé,7,235,180,43,12,5,70.58823529411765,21.5,,,,,61,77.04918032786885,33.06135906557377,29.508196721311474,statsbomb
Mory Diaw,7,235,180,33,11,6,64.70588235294117,16.5,4,19.724231816258374,23.51850335374256,2,71,73.23943661971832,37.225333928169015,40.845070422535215,statsbomb
Pau López Sabata,7,235,180,34,11,4,73.33333333333333,17,,,,,50,94,32.92639855,26,statsbomb
Paul Bernardoni,7,235,180,19,6,4,60,9.5,2,30.4763022691402,31.39554108468271,1,32,75,29.765957040625,28.125,statsbomb
Steve Mandanda,7,235,180,25,9,0,100,12.5,4,13.227189664057631,15.768956845650887,2,88,70.45454545454545,40.653949727272725,52.27272727272727,statsbomb
Yehvann Diouf,7,235,90,12,3,1,75,12,,,,,19,100,30.46086447368421,31.57894736842105,statsbomb
Yvon Landry Mvogo,7,235,90,13,3,1,75,12.999999999999998,,,,,17,82.35294117647058,26.775971764705883,29.411764705882355,statsbomb
Alexander Nübel,9,281,180,32,8,3,72.72727272727273,16,5,21.314963772352826,29.182186347153632,2.5,106,75.47169811320755,33.127845594339625,37.735849056603776,statsbomb
Finn Dahmen,9,281,90,25,5,1,83.33333333333334,25,3,18.76409075346334,33.082321563034235,3,43,67.44186046511628,44.429319232558136,58.139534883720934,statsbomb
Frederik Rønnow,9,281,180,37,13,4,76.47058823529412,18.5,2,10.61249513385402,13.147243057006285,1,81,62.96296296296296,43.028131271604934,50.617283950617285,statsbomb
Gregor Kobel,9,281,180,36,7,2,77.77777777777779,18,3,8.966645491109569,10.381233067415453,1.5,97,74.22680412371135,38.48681241030928,45.36082474226804,statsbomb
Janis Blaswich,9,281,180,29,6,6,50,14.500000000000002,4,26.832546131814595,40.61095911204264,2,108,82.4074074074074,30.917532689814813,25,statsbomb
Jonas Omlin,9,281,90,24,8,3,72.72727272727273,24,1,9.027181176868005,9.027181176868005,1,38,78.94736842105263,32.64621955263158,31.57894736842105,statsbomb
Kevin Müller,9,281,180,38,7,5,58.333333333333336,19,5,13.115425321527848,17.670880000724356,2.5,80,65,41.97320714375,50,statsbomb
Kevin Trapp,9,281,180,21,4,6,40,10.5,3,21.271591701886912,28.859140666346942,1.5,77,75.32467532467533,31.817315577922077,33.76623376623377,statsbomb
Koen Casteels,9,281,90,19,6,2,75,19,2,25.440449543626226,36.01180362047977,2,42,57.14285714285714,52.52073711904762,71.42857142857143,statsbomb
Lukáš Hrádecký,9,281,2970,288,80,24,76.92307692307693,8.727272727272727,36,18.117549822598953,28.859140666346946,1.0909090909090908,882,80.15873015873017,31.339292716893425,29.931972789115648,statsbomb
Manuel Neuer,9,281,90,14,6,3,66.66666666666666,14,,,,,36,72.22222222222221,29.31839433333333,30.555555555555557,statsbomb
Manuel Riemann,9,281,180,43,9,7,56.25,21.5,6,26.23441123363187,42.012022088921164,3,109,50.45871559633027,52.13788602752294,70.64220183486239,statsbomb
Marcel Schuhen,9,281,180,45,13,7,65,22.5,2,17.577919237823963,21.47044480209947,1,73,54.794520547945204,48.07734895890411,63.013698630136986,statsbomb
Marvin Schwäbe,9,281,180,40,10,5,66.66666666666666,20,1,47.51431363284121,47.51431363284121,0.5,79,69.62025316455697,39.243553997468354,44.303797468354425,statsbomb
Matěj Kovář,9,281,90,4,3,0,100,4,1,18.07373785358192,18.07373785358192,1,17,100,23.13017870588235,0,statsbomb
Michael Zetterer,9,281,180,33,7,6,53.84615384615385,16.5,6,12.858343254830686,20.081085628023203,3,90,81.11111111111111,30.650202328888888,28.888888888888886,statsbomb
Moritz Nicolas,9,281,90,28,9,0,100,28,1,14.885227576359055,14.885227576359055,1,37,56.75675675675676,46.95644143243243,70.27027027027027,statsbomb
Noah Atubolu,9,281,180,37,6,4,60,18.5,3,18.9364058578083,28.07436553156634,1.5,61,77.04918032786885,40.34350432622951,47.540983606557376,statsbomb
Oliver Baumann,9,281,180,44,11,5,68.75,22,,,,,92,76.08695652173914,34.75829274565218,38.04347826086957,statsbomb
Pavao Pervan,9,281,90,13,5,2,71.42857142857143,12.999999999999998,1,7.3375745311376575,7.3375745311376575,1,42,61.904761904761905,36.6673891452381,42.857142857142854,statsbomb
Robin Zentner,9,281,180,22,4,4,50,11,5,21.06426513605326,36.22154055254967,2.5,57,64.91228070175438,37.832200566666664,45.614035087719294,statsbomb
Sven Ulreich,9,281,90,12,3,1,75,12,1,20.254875956174107,20.254875956174107,1,36,69.44444444444444,34.76602464166667,41.66666666666667,statsbomb
Tomáš Koubek,9,281,90,20,6,2,75,20,,,,,34,70.58823529411765,38.567334,47.05882352941176,statsbomb
Alberto García Cabrera,11,27,540,94,26,12,68.42105263157895,15.666666666666666,8,11.197537889177529,17.395401691251624,1.3333333333333335,206,49.51456310679612,53.67487189805826,69.90291262135922,statsbomb
Alphonse Areola,11,27,2880,374,82,24,77.35849056603774,11.687500000000002,31,18.26784710211597,44.65926555598514,0.96875,861,55.86527293844367,50.90879290592335,68.17653890824621,statsbomb
Andrés Eduardo Fernández Moreno,11,27,3330,414,103,60,63.190184049079754,11.18918918918919,35,18.997509427858514,45.58080736450376,0.945945945945946,1136,56.690140845070424,49.98207072667254,69.10211267605634,statsbomb
Antonio Adán Garrido,11,27,3212,505,127,49,72.1590909090909,14.150062266500623,28,14.39993834752518,31.28785706947665,0.7845579078455791,1144,43.35664335664335,55.63070645638111,78.4090909090909,statsbomb
Antonio Rodríguez Martínez,11,27,805,89,25,10,71.42857142857143,9.950310559006212,17,26.430507567393065,46.58433213001985,1.9006211180124224,331,73.1117824773414,41.04317616706948,46.82779456193353,statsbomb
António Alberto Bastos Pimparel,11,27,360,67,14,7,66.66666666666666,16.75,,,,,121,71.900826446281,45.25362033471074,54.54545454545454,statsbomb
Asier Riesgo Unamuno,11,27,3060,349,79,50,61.240310077519375,10.26470588235294,51,17.948276906711488,32.8609190376654,1.5,1066,47.467166979362105,57.333678563320824,86.30393996247655,statsbomb
Claudio Andrés Bravo Muñoz,11,27,2878,303,84,19,81.55339805825243,9.475330090340515,12,22.36423201969889,42.75710467279094,0.37526059763724806,1004,84.4621513944223,31.207393038247012,25.796812749003983,statsbomb
Cristiano Biraghi,11,27,90,1,0,1,0,1,,,,,,,,,statsbomb
Daniel Giménez Hernández,11,27,208,23,5,2,71.42857142857143,9.951923076923077,1,33.60148806228676,33.60148806228676,0.4326923076923077,86,54.65116279069767,51.52766590697674,68.6046511627907,statsbomb
Diego Alves Carreira,11,27,1170,183,46,19,70.76923076923077,14.076923076923077,4,22.457375616561045,38.308223660201214,0.3076923076923077,400,65.25,46.95217985925,65,statsbomb
Diego Mariño Villar,11,27,2070,318,79,37,68.10344827586206,13.82608695652174,25,15.723403427495642,36.24472375394797,1.0869565217391304,829,69.96381182147165,44.24731453884198,55.36791314837153,statsbomb
Francisco Casilla Cortés,11,27,360,49,14,6,70,12.249999999999998,3,21.831191155382687,41.01243713801948,0.75,87,66.66666666666666,39.617486873563216,44.827586206896555,statsbomb
Francisco Guillermo Ochoa Magaña,11,27,954,113,29,10,74.35897435897436,10.660377358490566,7,15.483252513595366,24.323239915767804,0.6603773584905661,294,56.80272108843537,50.18542354081632,68.36734693877551,statsbomb
Germán Darío Lux,11,27,2557,297,75,34,68.80733944954129,10.453656628861948,32,14.016204331129948,30.759226258148953,1.1263199061400078,1024,52.63671875,55.64944704804687,76.85546875,statsbomb
Gerónimo Rulli,11,27,3191,390,105,39,72.91666666666666,10.999686618614854,37,18.323462838781918,39.116364861781314,1.0435600125352553,1250,62.08,48.16997994912,62,statsbomb
Giedrius Arlauskis,11,27,225,36,7,10,41.17647058823529,14.4,2,37.10302658553113,63.606053171062264,0.8,71,42.25352112676056,52.123265661971836,70.4225352112676,statsbomb
Gorka Iraizoz Moreno,11,27,3243,350,91,31,74.59016393442623,9.71322849213691,63,21.509734023325137,44.104534914223954,1.7483811285846438,1359,60.191317144959534,49.683216108462105,69.24208977189109,statsbomb
Iago Herrerín Buisán,11,27,175,27,2,6,25,13.885714285714284,5,16.747810433524034,28.800868042473997,2.571428571428571,81,53.086419753086425,59.30642837037036,85.18518518518519,statsbomb
Idriss Carlos Kameni,11,27,2466,293,75,21,78.125,10.693430656934307,31,16.564810924234298,36.109278585981194,1.1313868613138687,782,65.98465473145781,46.655997995140666,62.40409207161125,statsbomb
Iván Cuéllar Sacristán,11,27,2880,443,115,43,72.78481012658227,13.84375,41,18.516635428723173,43.00348823060753,1.28125,1019,43.179587831207066,56.83962700019627,78.21393523061825,statsbomb
Jan Oblak,11,27,3420,370,85,17,83.33333333333334,9.736842105263158,20,14.976787684967885,28.071337695236398,0.5263157894736842,818,51.71149144254279,52.092250994498784,71.39364303178483,statsbomb
Jaume Doménech Sánchez,11,27,1530,242,63,18,77.77777777777779,14.235294117647058,8,14.491905235610606,25.504901489713696,0.47058823529411764,516,59.10852713178295,47.450185453875974,65.89147286821705,statsbomb
Javier Varas Herrera,11,27,2710,360,99,38,72.26277372262774,11.955719557195572,42,17.391865421217624,50.86944072820145,1.3948339483394834,1221,62.40786240786241,43.46478352244062,57.24815724815725,statsbomb
Jesús Fernández Collado,11,27,90,22,4,2,66.66666666666666,22,2,20.045540263595157,22.426992665089987,2,43,41.86046511627907,58.87533086046512,95.34883720930233,statsbomb
Jonás Manuel Gutiérrez,11,27,8,1,0,0,,11.25,,,,,,,,,statsbomb
Juan Carlos Martín Corral,11,27,1804,256,65,32,67.0103092783505,12.771618625277162,33,18.90873294548547,33.88819853577348,1.646341463414634,759,71.01449275362319,40.46638204453228,41.89723320158103,statsbomb
Keylor Navas Gamboa,11,27,3060,382,91,27,77.11864406779661,11.235294117647058,37,17.037766863962265,31.43405796266209,1.0882352941176472,905,69.28176795580112,41.87493718994475,48.28729281767956,statsbomb
Manuel Fernández Muñíz,11,27,683,84,16,17,48.484848484848484,11.068814055636896,13,17.293813035614008,41.02901412415365,1.7130307467057102,245,46.53061224489796,59.11755868979592,84.08163265306122,statsbomb
Marc-André ter Stegen,11,27,542,62,13,7,65,10.29520295202952,4,21.796183005800955,33.09380606699688,0.6642066420664207,187,88.23529411764706,31.882568505347592,29.946524064171122,statsbomb
Mariano Damián Barbosa,11,27,180,24,6,4,60,12,1,8.06225774829855,8.06225774829855,0.5,43,76.74418604651163,32.188818993023254,34.883720930232556,statsbomb
Mathew Ryan,11,27,720,89,23,8,74.19354838709677,11.125,16,22.04484805247216,54.272829297909276,2,279,64.15770609318996,47.81619310215054,66.66666666666666,statsbomb
Néstor Díaz García,11,27,5,2,0,0,,36,,,,,2,100,46.9516175,50,statsbomb
Oier Olazábal Paredes,11,27,227,27,4,3,57.14285714285714,10.704845814977974,2,18.809409809674747,19.44273643292014,0.7929515418502203,93,54.83870967741935,47.25973265161291,62.365591397849464,statsbomb
Pau López Sabata,11,27,3195,454,102,56,64.55696202531645,12.788732394366198,38,21.018412007026768,53.39260248386475,1.0704225352112675,979,55.260469867211434,50.628932728804905,68.6414708886619,statsbomb
Raúl Lizoáin Cruz,11,27,708,118,36,11,76.59574468085107,15,11,19.696719680577928,30.455541367705155,1.3983050847457628,295,58.644067796610166,43.2653537359322,55.254237288135585,statsbomb
Rubén Blanco Veiga,11,27,687,91,20,12,62.5,11.921397379912666,6,12.595415231225244,17.84656829757475,0.7860262008733624,228,57.45614035087719,46.3264207508772,58.77192982456141,statsbomb
Rubén Iván Martínez Andrade,11,27,1350,181,40,25,61.53846153846154,12.066666666666666,12,12.091163883325407,23.086792761230395,0.8,413,55.205811138014525,50.726134788861984,70.94430992736078,statsbomb
Sergio Asenjo Andrés,11,27,360,58,12,4,75,14.500000000000002,3,20.814151182825643,23.994165957582272,0.75,105,57.14285714285714,51.683832323809526,75.23809523809524,statsbomb
Sergio Rico González,11,27,3060,473,110,39,73.8255033557047,13.911764705882353,23,17.658493606526726,51.24724382832701,0.6764705882352942,1020,66.47058823529412,42.83128852098039,54.31372549019608,statsbomb
Sergio Álvarez Conde,11,27,2726,370,88,42,67.6923076923077,12.215700660308144,32,16.284577185310965,31.225950746134217,1.0564930300807043,1001,58.341658341658345,46.608858314985014,60.739260739260736,statsbomb
Stipe Pletikosa,11,27,180,29,5,6,45.45454545454545,14.500000000000002,2,20.030127406724983,24.2156973882645,1,61,50.81967213114754,51.34730725409836,73.77049180327869,statsbomb
Vicente Guaita Panadero,11,27,3420,467,124,58,68.13186813186813,12.289473684210526,41,17.327646048646017,34.523180618245476,1.0789473684210527,1153,52.818733738074584,51.91276889249783,69.03729401561145,statsbomb
Xabier Iruretagoiena Aranzamendi,11,27,360,38,13,7,65,9.5,5,29.17319621676673,40.559709071934925,1.25,112,47.32142857142857,58.06722422321429,79.46428571428571,statsbomb
Yoel Rodríguez Oterino,11,27,810,126,27,22,55.10204081632652,14,23,25.8744770070414,48.908179275045605,2.555555555555556,354,64.12429378531074,44.542318488418076,52.54237288135594,statsbomb
Aarón Escandell Banacloche,11,90,90,16,3,1,75,16,,,,,28,35.714285714285715,59.37473467857143,82.14285714285714,statsbomb
Aitor Fernández Abarisketa,11,90,180,41,14,4,77.77777777777779,20.5,4,16.75414104386899,29.934762400927788,2,64,81.25,33.013847956250004,37.5,statsbomb
Alejandro Remiro Gargallo,11,90,180,27,6,8,42.857142857142854,13.5,2,15.830909377051062,24.550560075077716,1,68,72.05882352941177,43.73064445588235,57.35294117647059,statsbomb
Claudio Andrés Bravo Muñoz,11,90,90,15,3,4,42.857142857142854,15,3,11.712582683242525,13.375350462698165,3,38,71.05263157894737,38.514913928947365,50,statsbomb
David Soria Solís,11,90,180,15,3,3,50,7.5,2,22.099270226627446,25.10796686312932,1,51,35.294117647058826,60.6213697254902,94.11764705882352,statsbomb
Edgar Badía Guardiola,11,90,90,9,2,3,40,9,2,11.966117280893098,12.4631456703354,2,38,78.94736842105263,35.20192989473684,36.84210526315789,statsbomb
Fernando Pacheco Flores,11,90,180,42,11,6,64.70588235294117,21,1,14.368368035375486,14.368368035375486,0.5,52,76.92307692307693,40.78410418846154,48.07692307692308,statsbomb
Iván Villar Martínez,11,90,180,28,5,3,62.5,14,,,,,66,74.24242424242425,34.17742693333333,34.84848484848485,statsbomb
Jan Oblak,11,90,180,24,10,0,100,12,,,,,50,60,47.578256771999996,68,statsbomb
Jasper Cillessen,11,90,90,13,2,3,40,12.999999999999998,,,,,31,67.74193548387096,45.553064322580646,54.83870967741935,statsbomb
Jaume Doménech Sánchez,11,90,90,23,6,2,75,23,,,,,29,55.172413793103445,54.799279706896556,79.3103448275862,statsbomb
Jeremías Ledesma,11,90,180,40,11,0,100,20,4,12.329128474284257,18.900264548413073,2,59,35.59322033898305,70.7627923559322,98.30508474576271,statsbomb
Joel Robles Blázquez,11,90,90,12,1,2,33.33333333333333,12,,,,,32,68.75,38.91509228125,46.875,statsbomb
Jordi Masip López,11,90,180,46,16,4,80,23,3,14.06259066217423,23.406195760951842,1.5,66,48.484848484848484,52.20187594696969,71.21212121212122,statsbomb
Marc-André ter Stegen,11,90,2610,238,71,26,73.19587628865979,8.206896551724139,10,23.598298180307488,40.83099313021911,0.3448275862068965,968,88.7396694214876,29.86068206198347,23.553719008264462,statsbomb
Norberto Murara Neto,11,90,540,51,15,4,78.94736842105263,8.5,6,15.405252126576825,18.921416437465773,1,191,89.00523560209425,26.650498136649215,18.32460732984293,statsbomb
Rui Tiago Dantas da Silva,11,90,90,14,0,4,0,14,3,24.771200565989286,31.342782263226088,3,24,54.166666666666664,52.026825541666675,70.83333333333334,statsbomb
Sergio Asenjo Andrés,11,90,180,31,9,4,69.23076923076923,15.5,,,,,66,78.78787878787878,33.246014045454544,39.39393939393939,statsbomb
Sergio Herrera Pirón,11,90,180,33,10,6,62.5,16.5,2,27.50837346435079,30.410853325745396,1,66,72.72727272727273,48.7603192030303,63.63636363636363,statsbomb
Thibaut Courtois,11,90,180,28,6,2,75,14,3,19.9690951099347,28.81128251223815,1.5,58,74.13793103448276,38.0139936637931,36.206896551724135,statsbomb
Unai Simón Mendibil,11,90,180,25,10,5,66.66666666666666,12.5,2,7.773452693181446,9.464142856064674,1,52,82.6923076923077,36.521231038461536,30.76923076923077,statsbomb
Yassine Bounou,11,90,180,20,7,3,70,10,,,,,77,81.81818181818183,33.291152249350645,31.16883116883117,statsbomb
Álvaro Fernández Llorente,11,90,180,32,6,5,54.54545454545454,16,1,13.395894893585872,13.395894893585872,0.5,57,75.43859649122807,33.873681014035085,28.07017543859649,statsbomb
Albano Benjamín Bizzarri,12,27,3150,543,121,39,75.625,15.514285714285714,27,15.435204679474962,38.53686546671901,0.7714285714285715,1099,54.14012738853503,48.96267574558689,68.69881710646042,statsbomb
Alberto Brignoli,12,27,90,23,7,4,63.63636363636363,23,,,,,44,43.18181818181818,51.14438694318182,68.18181818181817,statsbomb
Alberto Pelagotti,12,27,540,106,26,4,86.66666666666667,17.666666666666668,8,12.703657157286878,18.963649437806005,1.3333333333333335,181,71.8232044198895,36.84600562651934,41.988950276243095,statsbomb
Andrea Consigli,12,27,3268,444,102,35,74.45255474452554,12.227662178702571,38,18.169155116386293,42.651729156037746,1.0465116279069768,1316,70.51671732522796,39.846487767401214,49.848024316109424,statsbomb
Andrea Seculin,12,27,270,52,13,2,86.66666666666667,17.333333333333332,4,9.10505760087499,13.155227098001767,1.3333333333333335,116,49.137931034482754,52.94754709655172,72.41379310344827,statsbomb
Angelo Esmael da Costa Júnior,12,27,450,56,13,3,81.25,11.2,6,18.439855421645696,27.540878707840825,1.2000000000000002,149,63.758389261744966,44.64317412751678,55.033557046979865,statsbomb
Anton Ciprian Tătărușanu,12,27,3310,330,68,39,63.55140186915887,8.972809667673717,41,19.502950224920053,36.694686263817545,1.1148036253776434,1128,75.97517730496453,35.19322765851064,34.9290780141844,statsbomb
Antonio Mirante,12,27,2970,418,98,34,74.24242424242425,12.666666666666668,46,16.793286223763587,30.675723300355934,1.393939393939394,1111,60.12601260126013,46.538857297569756,64.35643564356435,statsbomb
Boris Radunović,12,27,90,11,1,1,50,11,,,,,32,62.5,41.603407578125,53.125,statsbomb
Christian Abbiati,12,27,72,14,5,0,100,17.5,1,16.45387492355524,16.45387492355524,1.25,26,50,39.61629948461538,46.15384615384615,statsbomb
Daniele Padelli,12,27,3150,400,89,41,68.46153846153847,11.428571428571427,28,15.019432546189233,38.51298482330343,0.8,1073,72.87977632805219,37.87583645657036,41.565703634669156,statsbomb
Davide Bassi,12,27,90,13,3,2,60,12.999999999999998,4,10.319633180279634,13.261975720080322,4,37,48.64864864864865,46.21920302702703,62.16216216216216,statsbomb
Diego López Rodríguez,12,27,720,99,16,12,57.14285714285714,12.375000000000002,4,22.137758763353297,30.128060010561583,0.5,245,77.14285714285715,39.759683144081635,48.97959183673469,statsbomb
Emiliano Viviano,12,27,3330,573,136,49,73.51351351351352,15.486486486486486,35,14.446302668666274,31.506348566598444,0.945945945945946,1331,59.429000751314796,49.72234524019534,64.83846731780616,statsbomb
Etrit Berisha,12,27,873,95,28,12,70,9.793814432989691,10,16.525880962351714,23.103679360655956,1.0309278350515463,236,71.61016949152543,39.88129248601695,49.57627118644068,statsbomb
Eugenio Lamanna,12,27,1170,174,39,16,70.9090909090909,13.384615384615385,17,13.071340064513075,27.63548443577568,1.3076923076923077,355,65.07042253521126,42.19533992647887,52.112676056338024,statsbomb
Fabrizio Alastra,12,27,143,38,4,6,40,23.916083916083917,2,16.914417726085958,18.9274932307477,1.2587412587412588,48,81.25,36.71597617916667,50,statsbomb
